,Name,Dates,Age,Location,Team,Opponent,Game Result,Started,Minutes Played,FG,FGA,FG3,FG3A,FG3Pct,FreeThrows,Free Throw Attempts,Free Throw Percent,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus Minus
0,Jonas Valanciunas,2012-10-31,20-178,home,TOR,IND,L (-2),1,23:05,6,15,0,0,0.0,0,0,0.0,6,4,10,0,0,1,0,4,12,8.4,-7
1,Jonas Valanciunas,2012-11-03,20-181,away,TOR,BRK,L (-7),1,12:13,1,4,0,0,0.0,0,0,0.0,1,2,3,2,0,2,1,3,2,1.5,+1
2,Jonas Valanciunas,2012-11-04,20-182,home,TOR,MIN,W (+19),1,22:42,2,8,0,0,0.0,0,0,0.0,3,1,4,2,0,1,1,3,4,1.5,+2
3,Jonas Valanciunas,2012-11-06,20-184,away,TOR,OKC,L (-20),1,31:34,6,8,0,0,0.0,6,6,1.000,3,3,6,1,0,0,3,1,18,15.1,-9
4,Jonas Valanciunas,2012-11-07,20-185,away,TOR,DAL,L (-5),1,10:29,2,4,0,0,0.0,0,0,0.0,2,0,2,0,0,0,2,5,4,-0.6,-13
5,Jonas Valanciunas,2012-11-10,20-188,home,TOR,PHI,L (-10),1,20:18,3,6,0,0,0.0,2,2,1.000,3,5,8,1,0,1,0,2,8,9.2,-2
6,Jonas Valanciunas,2012-11-12,20-190,home,TOR,UTA,L (-7),1,16:00,3,3,0,0,0.0,4,4,1.000,1,0,1,1,1,0,1,4,10,8.9,-1
7,Jonas Valanciunas,2012-11-13,20-191,away,TOR,IND,W (+2),1,22:07,4,8,0,0,0.0,1,2,.500,1,7,8,2,2,0,1,2,9,9.0,+4
8,Jonas Valanciunas,2012-11-17,20-195,away,TOR,BOS,L (-18),1,19:20,1,4,0,0,0.0,1,1,1.000,0,2,2,0,0,0,2,6,3,-3.2,-7
9,Jonas Valanciunas,2012-11-18,20-196,home,TOR,ORL,W (+11),1,23:32,2,5,0,0,0.0,2,6,.333,4,3,7,0,1,1,2,3,6,3.9,-1
10,Jonas Valanciunas,2012-11-20,20-198,away,TOR,PHI,L (-8),1,25:09,3,6,0,0,0.0,5,6,.833,3,8,11,3,0,3,1,0,11,15.3,+7
11,Jonas Valanciunas,2012-11-21,20-199,away,TOR,CHA,L (-1),1,34:54,8,11,0,0,0.0,0,0,0.0,2,8,10,2,0,1,1,6,16,14.0,+8
12,Jonas Valanciunas,2012-11-23,20-201,away,TOR,DET,L (-1),1,31:19,3,6,0,0,0.0,3,4,.750,2,4,6,1,0,2,2,4,9,6.7,-7
13,Jonas Valanciunas,2012-11-25,20-203,home,TOR,SAS,L (-5),1,39:26,9,13,0,0,0.0,4,5,.800,0,7,7,3,0,3,3,4,22,17.8,-3
14,Jonas Valanciunas,2012-11-27,20-205,away,TOR,HOU,L (-16),1,31:51,5,10,0,0,0.0,2,3,.667,2,3,5,1,0,1,2,0,12,8.3,-17
15,Jonas Valanciunas,2012-11-28,20-206,away,TOR,MEM,L (-21),1,27:44,1,4,0,0,0.0,0,0,0.0,0,2,2,2,0,3,1,3,2,1.5,-12
16,Jonas Valanciunas,2012-11-30,20-208,home,TOR,PHO,W (+4),1,17:18,4,8,0,0,0.0,0,0,0.0,3,3,6,1,0,1,1,1,8,7.0,-7
17,Jonas Valanciunas,2012-12-03,20-211,away,TOR,DEN,L (-3),1,22:54,3,5,0,0,0.0,1,2,.500,2,2,4,1,2,3,0,4,7,9.5,-18
18,Jonas Valanciunas,2012-12-05,20-213,away,TOR,SAC,L (-7),1,15:46,1,4,0,0,0.0,1,2,.500,2,1,3,0,0,1,1,3,3,0.4,-10
19,Jonas Valanciunas,2012-12-07,20-215,away,TOR,UTA,L (-32),1,19:58,1,2,0,0,0.0,4,4,1.000,2,2,4,0,0,0,2,5,6,3.0,-24
20,Jonas Valanciunas,2012-12-09,20-217,away,TOR,LAC,L (-19),1,18:39,0,2,0,0,0.0,1,2,.500,2,1,3,1,0,0,1,5,1,-1.4,+1
21,Jonas Valanciunas,2012-12-10,20-218,away,TOR,POR,L (-18),1,34:10,4,6,0,0,0.0,0,0,0.0,3,7,10,2,0,3,3,3,8,8.9,-14
22,Jonas Valanciunas,2012-12-12,20-220,home,TOR,BRK,L (-6),1,26:08,6,6,0,0,0.0,3,5,.600,2,2,4,0,0,2,3,3,15,11.6,-8
23,Jonas Valanciunas,2012-12-14,20-222,home,TOR,DAL,W (+21),1,16:12,0,3,0,0,0.0,1,4,.250,2,4,6,1,2,0,0,2,1,2.2,+2
24,Jonas Valanciunas,2012-12-16,20-224,home,TOR,HOU,W (+7),1,13:54,1,2,0,0,0.0,0,0,0.0,0,2,2,1,0,2,1,0,2,2.7,+12
25,Jonas Valanciunas,2012-12-18,20-226,away,TOR,CLE,W (+14),1,18:55,3,6,0,0,0.0,2,4,.500,0,7,7,1,1,0,0,1,8,7.6,-2
26,Jonas Valanciunas,2012-12-19,20-227,home,TOR,DET,W (+6),1,26:42,5,6,0,0,0.0,2,2,1.000,2,3,5,1,0,1,2,4,12,9.9,-3
27,Jonas Valanciunas,2012-12-21,20-229,home,TOR,ORL,W (+3),1,4:29,0,0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0,0.7,-2
28,Jonas Valanciunas,2012-12-26,20-234,away,TOR,SAS,L (-20),dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
29,Jonas Valanciunas,2012-12-28,20-236,away,TOR,NOH,W (+7),dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
30,Jonas Valanciunas,2012-12-29,20-237,away,TOR,ORL,W (+35),dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
31,Jonas Valanciunas,2013-01-02,20-241,home,TOR,POR,W (+23),dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
32,Jonas Valanciunas,2013-01-04,20-243,home,TOR,SAC,L (-9),dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
33,Jonas Valanciunas,2013-01-06,20-245,home,TOR,OKC,L (-12),dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
34,Jonas Valanciunas,2013-01-09,20-248,home,TOR,PHI,W (+18),dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
35,Jonas Valanciunas,2013-01-11,20-250,home,TOR,CHA,W (+21),dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
36,Jonas Valanciunas,2013-01-13,20-252,home,TOR,MIL,L (-11),dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
37,Jonas Valanciunas,2013-01-15,20-254,away,TOR,BRK,L (-7),dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
38,Jonas Valanciunas,2013-01-16,20-255,home,TOR,CHI,L (-2),dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
39,Jonas Valanciunas,2013-01-18,20-257,away,TOR,PHI,L (-7),dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
40,Jonas Valanciunas,2013-01-20,20-259,home,TOR,LAL,W (+5),dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
41,Jonas Valanciunas,2013-01-23,20-262,away,TOR,MIA,L (-7),dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
42,Jonas Valanciunas,2013-01-24,20-263,away,TOR,ORL,W (+2),dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
43,Jonas Valanciunas,2013-01-26,20-265,home,TOR,CLE,L (-1),dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
44,Jonas Valanciunas,2013-01-28,20-267,home,TOR,GSW,L (-12),dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
45,Jonas Valanciunas,2013-01-30,20-269,away,TOR,ATL,L (-1),dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
46,Jonas Valanciunas,2013-02-01,20-271,home,TOR,LAC,W (+25),0,12:57,0,1,0,0,0.0,0,0,0.0,1,2,3,0,0,0,2,5,0,-3.4,+14
47,Jonas Valanciunas,2013-02-03,20-273,home,TOR,MIA,L (-15),0,5:17,1,1,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,2,2,1.2,-3
48,Jonas Valanciunas,2013-02-06,20-276,home,TOR,BOS,L (-4),0,1:58,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,-3
49,Jonas Valanciunas,2013-02-08,20-278,away,TOR,IND,W (+2),0,26:22,6,10,0,0,0.0,2,2,1.000,5,8,13,0,1,2,1,4,14,15.1,+2
50,Jonas Valanciunas,2013-02-10,20-280,home,TOR,NOH,W (+13),1,34:08,5,8,0,0,0.0,1,2,.500,4,6,10,0,0,2,2,5,11,9.0,+19
51,Jonas Valanciunas,2013-02-12,20-282,home,TOR,DEN,W (+1),1,31:57,1,3,0,0,0.0,6,6,1.000,3,5,8,2,0,2,4,3,8,7.5,+11
52,Jonas Valanciunas,2013-02-13,20-283,away,TOR,NYK,W (+4),1,13:10,0,1,0,0,0.0,0,0,0.0,3,2,5,0,1,1,1,4,0,1.1,+2
53,Jonas Valanciunas,2013-02-19,20-289,away,TOR,WAS,W (+8),1,20:43,2,2,0,0,0.0,3,4,.750,0,8,8,1,0,1,1,3,7,7.6,-4
54,Jonas Valanciunas,2013-02-20,20-290,home,TOR,MEM,L (-6),1,18:21,1,3,0,0,0.0,4,4,1.000,2,4,6,0,0,0,1,3,6,4.7,-9
55,Jonas Valanciunas,2013-02-22,20-292,home,TOR,NYK,W (+2),1,21:00,1,4,0,0,0.0,1,2,.500,3,7,10,0,0,2,1,2,3,4.0,+11
56,Jonas Valanciunas,2013-02-25,20-295,home,TOR,WAS,L (-6),1,17:53,2,4,0,0,0.0,0,0,0.0,0,3,3,0,0,0,0,2,4,2.1,-6
57,Jonas Valanciunas,2013-02-27,20-297,away,TOR,CLE,L (-11),1,24:06,2,4,0,0,0.0,1,2,.500,3,5,8,1,1,3,3,3,5,5.8,+14
58,Jonas Valanciunas,2013-03-01,20-299,home,TOR,IND,L (-12),1,25:46,1,3,0,0,0.0,2,2,1.000,3,6,9,0,0,1,1,3,4,4.7,-5
59,Jonas Valanciunas,2013-03-02,20-300,away,TOR,MIL,L (-8),0,11:04,2,5,0,0,0.0,0,0,0.0,3,2,5,0,0,0,2,1,4,1.6,-4
60,Jonas Valanciunas,2013-03-04,20-302,away,TOR,GSW,L (-7),1,15:59,1,7,0,0,0.0,1,2,.500,2,3,5,0,0,0,0,4,3,-1.2,+9
61,Jonas Valanciunas,2013-03-06,20-304,away,TOR,PHO,W (+27),1,19:58,3,5,0,0,0.0,4,5,.800,0,3,3,0,1,2,2,3,10,7.4,+3
62,Jonas Valanciunas,2013-03-08,20-306,away,TOR,LAL,L (-2),1,16:32,6,8,0,0,0.0,0,0,0.0,2,4,6,0,0,1,1,4,12,9.5,+4
63,Jonas Valanciunas,2013-03-10,20-308,home,TOR,CLE,W (+4),1,32:57,3,7,0,0,0.0,5,5,1.000,0,7,7,1,0,2,0,3,11,10.3,+6
64,Jonas Valanciunas,2013-03-13,20-311,away,TOR,BOS,L (-24),1,34:12,4,7,0,0,0.0,1,2,.500,3,4,7,0,0,0,1,3,9,6.4,-22
65,Jonas Valanciunas,2013-03-15,20-313,home,TOR,CHA,W (+14),1,20:30,5,6,0,0,0.0,0,1,.000,0,6,6,1,0,1,0,4,10,9.0,+2
66,Jonas Valanciunas,2013-03-17,20-315,home,TOR,MIA,L (-17),1,29:27,7,8,0,0,0.0,4,4,1.000,5,2,7,0,0,0,4,2,18,14.5,-8
67,Jonas Valanciunas,2013-03-20,20-318,away,TOR,CHA,L (-6),1,31:19,6,11,0,0,0.0,6,6,1.000,1,7,8,2,2,2,1,5,18,17.3,+6
68,Jonas Valanciunas,2013-03-22,20-320,home,TOR,NYK,L (-5),1,30:44,5,6,0,0,0.0,0,1,.000,1,6,7,1,0,0,3,1,10,7.2,-4
69,Jonas Valanciunas,2013-03-23,20-321,away,TOR,NYK,L (-26),1,30:00,4,4,0,0,0.0,3,3,1.000,3,5,8,0,0,0,3,2,11,9.6,-28
70,Jonas Valanciunas,2013-03-27,20-325,home,TOR,ATL,L (-19),1,31:34,8,11,0,0,0.0,3,4,.750,3,5,8,0,0,1,2,2,19,15.6,-18
71,Jonas Valanciunas,2013-03-29,20-327,away,TOR,DET,W (+17),1,38:57,7,11,0,0,0.0,0,0,0.0,4,9,13,2,0,4,4,5,14,12.8,0
72,Jonas Valanciunas,2013-03-31,20-329,away,TOR,WAS,L (-17),1,36:34,5,9,0,0,0.0,8,10,.800,3,7,10,1,0,2,1,3,18,17.0,-17
73,Jonas Valanciunas,2013-04-01,20-330,home,TOR,DET,L (-10),1,37:11,8,14,0,0,0.0,1,2,.500,3,3,6,0,0,5,2,2,17,13.7,-8
74,Jonas Valanciunas,2013-04-03,20-332,home,TOR,WAS,W (+10),1,40:42,4,7,0,0,0.0,16,18,.889,0,10,10,1,1,2,3,4,24,21.4,+17
75,Jonas Valanciunas,2013-04-05,20-334,away,TOR,MIN,W (+2),1,32:39,2,4,0,0,0.0,8,10,.800,2,2,4,0,0,3,1,4,12,10.7,-1
76,Jonas Valanciunas,2013-04-06,20-335,away,TOR,MIL,L (-17),1,26:08,3,9,0,0,0.0,6,6,1.000,1,2,3,0,0,0,0,5,12,6.2,-1
77,Jonas Valanciunas,2013-04-09,20-338,away,TOR,CHI,W (+3),1,23:17,2,3,0,0,0.0,4,4,1.000,0,3,3,2,1,1,2,5,8,6.7,-1
78,Jonas Valanciunas,2013-04-12,20-341,home,TOR,CHI,W (+9),dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
79,Jonas Valanciunas,2013-04-14,20-343,home,TOR,BRK,W (+6),dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
80,Jonas Valanciunas,2013-04-16,20-345,away,TOR,ATL,W (+17),1,32:49,4,5,0,0,0.0,5,6,.833,1,7,8,0,0,3,4,4,13,10.0,+7
81,Jonas Valanciunas,2013-04-17,20-346,home,TOR,BOS,W (+24),1,28:38,6,10,0,0,0.0,6,8,.750,3,4,7,0,0,3,4,2,18,13.2,+20
82,Jonas Valanciunas,2013-10-30,21-177,home,TOR,BOS,W (+6),1,31:23,4,9,0,0,0.0,0,0,0.0,5,6,11,0,1,2,3,4,8,6.4,+7
83,Jonas Valanciunas,2013-11-01,21-179,away,TOR,ATL,L (-7),1,17:43,2,5,0,0,0.0,0,0,0.0,1,3,4,0,1,2,1,3,4,3.1,-10
84,Jonas Valanciunas,2013-11-02,21-180,away,TOR,MIL,W (+7),1,16:16,3,8,0,0,0.0,1,2,.500,3,3,6,0,0,0,2,3,7,2.0,-1
85,Jonas Valanciunas,2013-11-05,21-183,home,TOR,MIA,L (-9),1,27:10,7,13,0,0,0.0,4,6,.667,4,5,9,0,0,1,0,3,18,14.7,-9
86,Jonas Valanciunas,2013-11-06,21-184,away,TOR,CHA,L (-2),1,27:34,5,8,0,0,0.0,2,2,1.000,3,7,10,1,0,0,1,2,12,11.5,-13
87,Jonas Valanciunas,2013-11-08,21-186,away,TOR,IND,L (-7),1,34:19,2,6,0,0,0.0,0,0,0.0,3,2,5,0,2,2,2,5,4,2.7,+3
88,Jonas Valanciunas,2013-11-09,21-187,home,TOR,UTA,W (+24),1,23:28,6,8,0,0,0.0,2,2,1.000,1,2,3,0,0,1,2,3,14,9.6,+21
89,Jonas Valanciunas,2013-11-11,21-189,away,TOR,HOU,L (-6),1,29:34,4,9,0,0,0.0,2,3,.667,7,6,13,3,0,1,4,6,10,8.0,+12
90,Jonas Valanciunas,2013-11-13,21-191,away,TOR,MEM,W (+16),1,29:41,1,6,0,0,0.0,2,2,1.000,0,7,7,0,0,1,0,4,4,1.4,-3
91,Jonas Valanciunas,2013-11-15,21-193,home,TOR,CHI,L (-16),1,28:15,2,5,0,0,0.0,0,0,0.0,2,6,8,2,0,0,2,4,4,2.3,-11
92,Jonas Valanciunas,2013-11-17,21-195,home,TOR,POR,L (-8),1,35:00,8,11,0,0,0.0,3,3,1.000,3,6,9,0,0,1,3,3,19,14.9,-4
93,Jonas Valanciunas,2013-11-20,21-198,away,TOR,PHI,W (+10),1,21:41,1,4,0,0,0.0,2,2,1.000,1,3,4,2,1,1,1,2,4,4.5,+2
94,Jonas Valanciunas,2013-11-22,21-200,home,TOR,WAS,W (+8),1,36:49,5,14,0,0,0.0,1,2,.500,3,10,13,0,0,1,1,1,11,7.2,-7
95,Jonas Valanciunas,2013-11-26,21-204,home,TOR,BRK,L (-2),1,22:12,3,6,0,0,0.0,1,1,1.000,2,5,7,0,0,0,2,1,7,4.5,-5
96,Jonas Valanciunas,2013-11-29,21-207,home,TOR,MIA,L (-7),1,17:55,1,2,0,0,0.0,2,2,1.000,1,2,3,1,1,1,2,1,4,4.3,-16
97,Jonas Valanciunas,2013-12-01,21-209,home,TOR,DEN,L (-14),1,36:42,8,16,0,0,0.0,2,4,.500,8,3,11,0,0,3,1,4,18,15.2,+5
98,Jonas Valanciunas,2013-12-03,21-211,away,TOR,GSW,L (-9),1,26:47,4,7,0,0,0.0,0,0,0.0,0,6,6,0,0,1,3,3,8,3.0,-4
99,Jonas Valanciunas,2013-12-06,21-214,away,TOR,PHO,L (-9),1,28:53,4,10,0,0,0.0,3,4,.750,4,6,10,3,0,0,0,2,11,11.1,-15
100,Jonas Valanciunas,2013-12-08,21-216,away,TOR,LAL,W (+12),1,28:14,2,6,0,0,0.0,1,2,.500,1,5,6,1,0,0,0,3,5,2.9,+9
101,Jonas Valanciunas,2013-12-10,21-218,home,TOR,SAS,L (-13),1,28:13,6,8,0,0,0.0,2,2,1.000,2,2,4,2,0,0,4,3,14,9.0,-10
102,Jonas Valanciunas,2013-12-13,21-221,home,TOR,PHI,W (+8),1,31:49,3,10,0,0,0.0,6,6,1.000,4,9,13,1,1,1,4,3,12,8.9,-7
103,Jonas Valanciunas,2013-12-14,21-222,away,TOR,CHI,W (+22),1,30:44,6,11,0,0,0.0,3,4,.750,2,9,11,1,1,4,1,4,15,15.3,+14
104,Jonas Valanciunas,2013-12-18,21-226,home,TOR,CHA,L (-2),1,22:41,5,9,0,0,0.0,0,0,0.0,2,4,6,0,0,0,2,4,10,4.7,-2
105,Jonas Valanciunas,2013-12-20,21-228,away,TOR,DAL,W (+1),1,34:49,8,13,0,0,0.0,2,2,1.000,4,9,13,0,1,1,1,1,18,17.9,-1
106,Jonas Valanciunas,2013-12-22,21-230,away,TOR,OKC,W (+6),1,35:27,6,10,0,0,0.0,1,2,.500,2,4,6,0,0,2,1,2,13,10.2,+3
107,Jonas Valanciunas,2013-12-23,21-231,away,TOR,SAS,L (-13),1,27:01,5,9,0,0,0.0,0,1,.000,3,6,9,2,0,3,1,2,10,10.9,-12
108,Jonas Valanciunas,2013-12-27,21-235,away,TOR,NYK,W (+12),1,36:16,7,11,0,0,0.0,2,4,.500,7,11,18,0,0,1,4,4,16,13.6,+10
109,Jonas Valanciunas,2013-12-28,21-236,home,TOR,NYK,W (+15),1,26:36,1,4,0,0,0.0,7,8,.875,4,6,10,1,0,0,3,5,9,6.5,+18
110,Jonas Valanciunas,2013-12-31,21-239,away,TOR,CHI,W (+6),1,37:58,5,10,0,0,0.0,5,6,.833,2,8,10,1,2,2,2,5,15,13.5,+8
111,Jonas Valanciunas,2014-01-01,21-240,home,TOR,IND,W (+13),1,31:23,5,10,0,0,0.0,3,4,.750,4,5,9,2,1,1,1,4,13,12.4,+12
112,Jonas Valanciunas,2014-01-03,21-242,away,TOR,WAS,W (+13),1,29:08,3,5,0,0,0.0,1,2,.500,4,3,7,0,0,0,2,5,7,4.0,+9
113,Jonas Valanciunas,2014-01-05,21-244,away,TOR,MIA,L (-5),1,34:56,7,8,0,0,0.0,3,4,.750,1,4,5,0,0,1,2,2,17,13.6,+2
114,Jonas Valanciunas,2014-01-07,21-246,away,TOR,IND,L (-7),1,32:07,1,6,0,1,.000,2,2,1.000,2,6,8,0,1,1,4,5,4,-0.9,-13
115,Jonas Valanciunas,2014-01-08,21-247,home,TOR,DET,W (+21),1,26:27,7,9,0,0,0.0,2,2,1.000,2,9,11,2,0,2,2,5,16,15.4,+7
116,Jonas Valanciunas,2014-01-11,21-250,home,TOR,BRK,W (+16),1,21:34,2,9,0,0,0.0,4,6,.667,3,6,9,0,0,1,0,1,8,5.9,-22
117,Jonas Valanciunas,2014-01-13,21-252,home,TOR,MIL,W (+22),1,31:44,5,10,0,0,0.0,7,10,.700,4,6,10,0,0,1,4,3,17,10.9,+23
118,Jonas Valanciunas,2014-01-15,21-254,away,TOR,BOS,L (-5),1,23:18,1,7,0,0,0.0,3,4,.750,4,4,8,1,0,0,1,3,5,2.6,+7
119,Jonas Valanciunas,2014-01-17,21-256,home,TOR,MIN,W (+5),1,23:00,2,6,0,0,0.0,0,0,0.0,4,7,11,3,1,0,2,3,4,5.4,+18
120,Jonas Valanciunas,2014-01-19,21-258,home,TOR,LAL,L (-6),1,14:05,2,3,0,0,0.0,0,0,0.0,2,5,7,2,0,0,2,3,4,3.8,-3
121,Jonas Valanciunas,2014-01-20,21-259,away,TOR,CHA,L (-5),1,18:26,1,5,0,0,0.0,0,0,0.0,2,4,6,0,0,1,0,2,2,1.4,-18
122,Jonas Valanciunas,2014-01-22,21-261,home,TOR,DAL,W (+8),1,25:40,3,6,0,0,0.0,6,8,.750,2,8,10,0,0,0,4,3,12,6.8,+2
123,Jonas Valanciunas,2014-01-24,21-263,away,TOR,PHI,W (+9),1,19:54,3,5,0,0,0.0,0,0,0.0,2,4,6,0,0,1,3,2,6,3.2,+2
124,Jonas Valanciunas,2014-01-25,21-264,home,TOR,LAC,L (-8),1,34:18,5,9,0,0,0.0,7,8,.875,4,8,12,1,0,0,2,3,17,15.0,-4
125,Jonas Valanciunas,2014-01-27,21-266,away,TOR,BRK,W (+1),1,31:44,9,14,0,0,0.0,2,2,1.000,4,9,13,1,0,0,0,3,20,18.8,-2
126,Jonas Valanciunas,2014-01-29,21-268,home,TOR,ORL,W (+15),1,31:45,6,11,0,0,0.0,2,2,1.000,5,10,15,0,0,1,1,3,14,13.7,+14
127,Jonas Valanciunas,2014-01-31,21-270,away,TOR,DEN,W (+10),1,28:41,4,10,0,0,0.0,5,6,.833,1,7,8,0,0,0,1,2,13,8.2,+4
128,Jonas Valanciunas,2014-02-01,21-271,away,TOR,POR,L (-3),1,30:53,8,11,0,0,0.0,2,5,.400,2,3,5,0,0,0,1,5,18,11.6,-16
129,Jonas Valanciunas,2014-02-03,21-273,away,TOR,UTA,W (+15),1,31:44,8,14,0,0,0.0,2,2,1.000,4,5,9,1,0,1,1,3,18,14.9,+19
130,Jonas Valanciunas,2014-02-05,21-275,away,TOR,SAC,L (-8),1,20:44,5,8,0,0,0.0,2,4,.500,3,8,11,0,0,3,2,5,12,10.2,-4
131,Jonas Valanciunas,2014-02-07,21-277,away,TOR,LAC,L (-13),1,23:24,4,7,0,0,0.0,3,9,.333,3,10,13,2,0,0,3,4,11,7.2,-14
