,Name,Dates,Age,Location,Team,Opponent,Game Result,Started,Minutes Played,FG,FGA,FG3,FG3A,FG3Pct,FreeThrows,Free Throw Attempts,Free Throw Percent,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus Minus
132,Jonas Valanciunas,2014-02-10,21-280,home,TOR,NOP,W (+7),1,29:58,3,7,0,0,0.0,3,4,.750,1,7,8,0,0,1,1,5,9,5.4,+17
133,Jonas Valanciunas,2014-02-12,21-282,home,TOR,ATL,W (+21),1,23:53,1,9,0,0,0.0,0,0,0.0,5,9,14,0,0,1,1,3,2,0.8,+5
134,Jonas Valanciunas,2014-02-18,21-288,away,TOR,WAS,W (+10),1,17:42,5,7,0,0,0.0,0,0,0.0,1,3,4,0,0,0,1,1,10,7.3,-7
135,Jonas Valanciunas,2014-02-19,21-289,home,TOR,CHI,L (-2),1,21:55,1,3,0,0,0.0,0,0,0.0,0,2,2,0,0,1,0,1,2,1.2,-13
136,Jonas Valanciunas,2014-02-21,21-291,home,TOR,CLE,W (+7),1,28:45,8,12,0,0,0.0,2,3,.667,4,4,8,1,0,2,1,4,18,15.9,+12
137,Jonas Valanciunas,2014-02-23,21-293,home,TOR,ORL,W (+15),1,27:57,1,2,0,0,0.0,5,7,.714,3,6,9,1,0,0,6,5,7,1.8,+11
138,Jonas Valanciunas,2014-02-25,21-295,away,TOR,CLE,W (+6),1,17:25,1,2,0,0,0.0,0,0,0.0,2,4,6,0,0,1,1,1,2,2.9,-10
139,Jonas Valanciunas,2014-02-27,21-297,home,TOR,WAS,L (-5),1,29:01,3,9,0,0,0.0,1,1,1.000,1,9,10,1,0,0,2,3,7,2.8,-14
140,Jonas Valanciunas,2014-03-02,21-300,home,TOR,GSW,W (+6),1,23:07,5,6,0,0,0.0,0,0,0.0,1,4,5,1,1,1,3,3,10,7.9,-2
141,Jonas Valanciunas,2014-03-07,21-305,home,TOR,SAC,W (+12),1,25:48,7,9,0,0,0.0,0,2,.000,1,4,5,0,0,0,0,5,14,9.6,+5
142,Jonas Valanciunas,2014-03-09,21-307,away,TOR,MIN,W (+7),1,24:18,2,4,0,0,0.0,0,0,0.0,4,5,9,1,0,2,2,3,4,5.2,+3
143,Jonas Valanciunas,2014-03-10,21-308,away,TOR,BRK,L (-4),1,22:05,2,3,0,0,0.0,2,3,.667,3,3,6,0,0,2,1,3,6,6.5,-12
144,Jonas Valanciunas,2014-03-12,21-310,home,TOR,DET,W (+14),1,25:20,3,8,0,0,0.0,2,2,1.000,4,9,13,1,0,2,2,5,8,7.2,+19
145,Jonas Valanciunas,2014-03-14,21-312,home,TOR,MEM,W (+13),1,35:51,11,15,0,0,0.0,1,2,.500,2,7,9,0,1,0,2,1,23,18.6,+16
146,Jonas Valanciunas,2014-03-16,21-314,home,TOR,PHO,L (-8),1,32:08,7,11,0,0,0.0,1,1,1.000,0,5,5,1,2,1,1,4,15,12.4,-2
147,Jonas Valanciunas,2014-03-18,21-316,away,TOR,ATL,L (-5),1,20:25,5,7,0,0,0.0,6,7,.857,2,3,5,1,0,0,0,3,16,14.5,+11
148,Jonas Valanciunas,2014-03-19,21-317,away,TOR,NOP,W (+7),dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
149,Jonas Valanciunas,2014-03-21,21-319,home,TOR,OKC,L (-1),1,45:24,3,11,0,0,0.0,2,2,1.000,3,10,13,1,0,0,2,4,8,3.7,-5
150,Jonas Valanciunas,2014-03-23,21-321,home,TOR,ATL,W (+10),1,33:08,2,4,0,0,0.0,9,10,.900,4,9,13,0,0,1,2,4,13,13.2,+14
151,Jonas Valanciunas,2014-03-25,21-323,away,TOR,CLE,L (-2),1,17:52,2,6,0,0,0.0,0,0,0.0,2,1,3,0,0,0,0,2,4,1.5,-27
152,Jonas Valanciunas,2014-03-26,21-324,away,TOR,BOS,W (+9),1,35:02,7,12,0,0,0.0,1,1,1.000,3,11,14,2,0,0,3,2,15,12.4,+14
153,Jonas Valanciunas,2014-03-28,21-326,home,TOR,BOS,W (+2),1,34:34,3,6,0,0,0.0,7,8,.875,3,5,8,2,1,2,0,2,13,16.2,+9
154,Jonas Valanciunas,2014-03-30,21-328,away,TOR,ORL,W (+5),1,36:38,6,8,0,0,0.0,8,8,1.000,3,6,9,0,1,1,1,2,20,20.6,+1
155,Jonas Valanciunas,2014-03-31,21-329,away,TOR,MIA,L (-10),1,32:29,7,9,0,0,0.0,0,0,0.0,2,8,10,0,1,0,2,4,14,11.7,-6
156,Jonas Valanciunas,2014-04-02,21-331,home,TOR,HOU,W (+4),1,29:59,4,7,0,0,0.0,7,9,.778,1,5,6,1,1,1,1,3,15,13.3,+12
157,Jonas Valanciunas,2014-04-04,21-333,home,TOR,IND,W (+8),1,33:42,10,14,0,0,0.0,2,3,.667,3,6,9,0,0,1,3,3,22,16.2,+11
158,Jonas Valanciunas,2014-04-05,21-334,away,TOR,MIL,W (+4),1,34:04,7,11,0,0,0.0,3,5,.600,5,8,13,3,0,1,2,3,17,16.8,+10
159,Jonas Valanciunas,2014-04-09,21-338,home,TOR,PHI,W (+11),1,36:56,10,14,0,0,0.0,6,8,.750,3,9,12,1,0,2,1,2,26,24.5,+14
160,Jonas Valanciunas,2014-04-11,21-340,home,TOR,NYK,L (-8),1,37:28,5,14,0,0,0.0,4,7,.571,8,13,21,0,1,1,1,2,14,14.4,+5
161,Jonas Valanciunas,2014-04-13,21-342,away,TOR,DET,W (+9),1,29:50,5,12,0,0,0.0,8,9,.889,2,6,8,1,1,0,0,2,18,15.3,+9
162,Jonas Valanciunas,2014-04-14,21-343,home,TOR,MIL,W (+10),1,27:42,4,7,0,0,0.0,6,6,1.000,3,10,13,1,0,0,2,3,14,13.3,+4
163,Jonas Valanciunas,2014-04-16,21-345,away,TOR,NYK,L (-3),1,15:42,4,6,0,0,0.0,0,0,0.0,1,5,6,1,0,1,1,2,8,7.2,-7
164,Jonas Valanciunas,2014-10-29,22-176,home,TOR,ATL,W (+7),1,20:40,4,5,0,0,0.0,9,10,.900,3,5,8,0,0,1,1,3,17,16.8,+3
165,Jonas Valanciunas,2014-11-01,22-179,away,TOR,ORL,W (+13),1,25:11,2,8,0,0,0.0,6,8,.750,3,8,11,1,0,2,2,3,10,7.8,+18
166,Jonas Valanciunas,2014-11-02,22-180,away,TOR,MIA,L (-5),1,28:39,6,12,0,0,0.0,2,2,1.000,3,5,8,2,0,2,0,4,14,12.8,-11
167,Jonas Valanciunas,2014-11-04,22-182,home,TOR,OKC,W (+12),1,12:49,2,5,0,0,0.0,2,2,1.000,2,0,2,1,0,1,0,2,6,5.3,-6
168,Jonas Valanciunas,2014-11-05,22-183,away,TOR,BOS,W (+3),dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
169,Jonas Valanciunas,2014-11-07,22-185,home,TOR,WAS,W (+19),1,28:36,3,5,0,0,0.0,3,5,.600,1,8,9,0,0,1,0,3,9,8.5,+19
170,Jonas Valanciunas,2014-11-09,22-187,home,TOR,PHI,W (+32),1,23:01,4,6,0,0,0.0,4,4,1.000,1,4,5,0,1,2,5,3,12,7.5,+11
171,Jonas Valanciunas,2014-11-11,22-189,home,TOR,ORL,W (+4),1,20:27,1,5,0,0,0.0,2,4,.500,4,3,7,1,0,0,3,1,4,1.1,-10
172,Jonas Valanciunas,2014-11-13,22-191,home,TOR,CHI,L (-7),1,22:59,4,8,0,0,0.0,0,0,0.0,4,4,8,2,0,1,2,3,8,6.9,-11
173,Jonas Valanciunas,2014-11-15,22-193,home,TOR,UTA,W (+18),1,34:06,7,12,0,0,0.0,3,6,.500,3,11,14,0,0,2,0,3,17,15.8,+20
174,Jonas Valanciunas,2014-11-19,22-197,home,TOR,MEM,W (+4),1,22:11,4,7,0,0,0.0,2,2,1.000,1,4,5,0,0,2,2,3,10,6.8,-12
175,Jonas Valanciunas,2014-11-21,22-199,home,TOR,MIL,W (+42),1,20:59,6,7,0,0,0.0,6,6,1.000,4,8,12,0,1,0,1,4,18,19.1,+20
176,Jonas Valanciunas,2014-11-22,22-200,away,TOR,CLE,W (+17),1,26:22,4,5,0,0,0.0,0,0,0.0,1,4,5,0,0,2,1,5,8,6.4,0
177,Jonas Valanciunas,2014-11-24,22-202,home,TOR,PHO,W (+4),1,32:28,10,11,0,0,0.0,7,8,.875,4,7,11,0,0,1,2,1,27,26.1,+10
178,Jonas Valanciunas,2014-11-26,22-204,away,TOR,ATL,W (+11),1,23:36,4,8,0,0,0.0,3,4,.750,2,5,7,0,0,1,1,2,11,8.4,-1
179,Jonas Valanciunas,2014-11-28,22-206,home,TOR,DAL,L (-4),1,28:21,2,5,0,0,0.0,4,4,1.000,1,12,13,0,1,0,0,1,8,10.2,-16
180,Jonas Valanciunas,2014-11-30,22-208,away,TOR,LAL,L (-7),1,33:21,4,10,0,0,0.0,1,2,.500,2,11,13,1,0,3,1,1,9,9.3,-7
181,Jonas Valanciunas,2014-12-02,22-210,away,TOR,SAC,W (+8),1,33:16,3,6,0,0,0.0,9,10,.900,1,7,8,1,1,0,2,2,15,13.3,+13
182,Jonas Valanciunas,2014-12-03,22-211,away,TOR,UTA,W (+19),1,33:15,4,9,0,0,0.0,1,2,.500,0,6,6,1,0,1,0,2,9,6.3,-4
183,Jonas Valanciunas,2014-12-05,22-213,home,TOR,CLE,L (-14),1,20:27,3,7,0,0,0.0,1,2,.500,0,2,2,0,0,2,0,3,7,3.7,-11
184,Jonas Valanciunas,2014-12-08,22-216,home,TOR,DEN,W (+5),1,31:19,8,11,0,0,0.0,2,3,.667,2,10,12,0,0,4,2,5,18,16.3,-6
185,Jonas Valanciunas,2014-12-09,22-217,away,TOR,CLE,L (-4),1,36:30,6,7,0,0,0.0,6,6,1.000,5,10,15,0,0,0,3,2,18,18.2,-5
186,Jonas Valanciunas,2014-12-12,22-220,home,TOR,IND,W (+12),1,27:11,3,12,0,0,0.0,4,4,1.000,6,8,14,0,1,0,1,3,10,8.2,+5
187,Jonas Valanciunas,2014-12-14,22-222,away,TOR,NYK,W (+5),1,33:26,3,6,0,0,0.0,2,4,.500,3,10,13,0,1,0,2,3,8,7.1,-3
188,Jonas Valanciunas,2014-12-15,22-223,home,TOR,ORL,W (+13),1,22:39,2,6,0,0,0.0,2,2,1.000,2,6,8,0,0,1,1,1,6,5.1,+2
189,Jonas Valanciunas,2014-12-17,22-225,home,TOR,BRK,W (+16),1,27:30,6,7,0,0,0.0,4,4,1.000,3,7,10,1,0,1,2,0,16,17.1,+8
190,Jonas Valanciunas,2014-12-19,22-227,away,TOR,DET,W (+10),1,27:04,6,11,0,0,0.0,5,10,.500,2,5,7,0,0,2,1,2,17,12.2,+5
191,Jonas Valanciunas,2014-12-21,22-229,home,TOR,NYK,W (+10),1,22:00,2,6,0,0,0.0,6,6,1.000,2,4,6,1,0,0,0,3,10,8.7,+9
192,Jonas Valanciunas,2014-12-22,22-230,away,TOR,CHI,L (-9),1,32:55,8,18,0,0,0.0,4,6,.667,4,5,9,0,0,0,0,4,20,12.5,-12
193,Jonas Valanciunas,2014-12-27,22-235,away,TOR,LAC,W (+12),1,34:17,8,13,0,0,0.0,6,8,.750,5,6,11,1,0,0,0,1,22,20.9,+11
194,Jonas Valanciunas,2014-12-28,22-236,away,TOR,DEN,W (+14),1,17:14,2,5,0,0,0.0,3,4,.750,3,3,6,0,1,0,0,3,7,6.7,-15
195,Jonas Valanciunas,2014-12-30,22-238,away,TOR,POR,L (-5),1,30:03,7,15,0,0,0.0,0,0,0.0,4,4,8,1,2,0,0,1,14,12.6,-4
196,Jonas Valanciunas,2015-01-02,22-241,away,TOR,GSW,L (-21),1,10:39,3,5,0,0,0.0,2,2,1.000,0,0,0,1,0,0,2,1,8,4.0,-14
197,Jonas Valanciunas,2015-01-04,22-243,away,TOR,PHO,L (-16),1,32:47,9,14,0,0,0.0,3,4,.750,3,7,10,1,0,0,3,1,21,15.9,-12
198,Jonas Valanciunas,2015-01-08,22-247,home,TOR,CHO,L (-8),1,21:34,3,9,0,0,0.0,4,4,1.000,1,5,6,0,0,0,1,1,10,5.7,-16
199,Jonas Valanciunas,2015-01-10,22-249,home,TOR,BOS,W (+13),1,26:17,7,11,0,0,0.0,1,1,1.000,3,4,7,2,0,3,1,3,15,14.7,+9
200,Jonas Valanciunas,2015-01-12,22-251,home,TOR,DET,L (-3),1,35:36,14,15,0,0,0.0,3,4,.750,4,8,12,0,0,1,2,4,31,28.0,-14
201,Jonas Valanciunas,2015-01-14,22-253,home,TOR,PHI,W (+16),1,20:37,4,8,0,0,0.0,4,6,.667,1,6,7,0,1,0,2,5,12,6.7,+4
202,Jonas Valanciunas,2015-01-16,22-255,home,TOR,ATL,L (-21),1,23:29,1,4,0,0,0.0,2,2,1.000,4,2,6,0,0,0,1,0,4,4.0,-17
203,Jonas Valanciunas,2015-01-18,22-257,home,TOR,NOP,L (-2),1,27:58,2,5,0,0,0.0,2,2,1.000,1,6,7,0,1,2,3,3,6,4.0,-4
204,Jonas Valanciunas,2015-01-19,22-258,away,TOR,MIL,W (+3),1,18:52,5,8,0,0,0.0,1,1,1.000,6,7,13,0,1,1,5,2,11,9.6,+1
205,Jonas Valanciunas,2015-01-21,22-260,away,TOR,MEM,L (-6),1,28:37,4,8,0,0,0.0,4,4,1.000,4,6,10,0,1,1,1,4,12,11.7,-9
206,Jonas Valanciunas,2015-01-23,22-262,away,TOR,PHI,W (+5),1,25:43,3,5,0,0,0.0,5,7,.714,0,3,3,0,2,3,1,4,11,10.3,+1
207,Jonas Valanciunas,2015-01-25,22-264,home,TOR,DET,W (+4),1,28:12,9,15,0,0,0.0,2,2,1.000,3,8,11,0,0,3,0,4,20,18.1,+11
208,Jonas Valanciunas,2015-01-27,22-266,away,TOR,IND,W (+13),1,27:00,1,2,0,0,0.0,4,4,1.000,1,7,8,0,0,1,1,5,6,5.5,+2
209,Jonas Valanciunas,2015-01-28,22-267,home,TOR,SAC,W (+17),1,25:31,6,10,0,0,0.0,3,3,1.000,4,5,9,0,1,2,3,3,15,12.9,+11
210,Jonas Valanciunas,2015-01-30,22-269,away,TOR,BRK,W (+5),1,32:51,7,7,0,0,0.0,0,0,0.0,3,8,11,0,0,2,0,1,14,17.4,+12
211,Jonas Valanciunas,2015-01-31,22-270,away,TOR,WAS,W (+4),1,17:10,3,6,0,0,0.0,0,0,0.0,0,2,2,1,1,3,0,6,6,5.0,-17
212,Jonas Valanciunas,2015-02-02,22-272,home,TOR,MIL,L (-7),1,25:19,6,9,0,0,0.0,0,0,0.0,6,7,13,0,0,1,1,2,12,13.3,-9
213,Jonas Valanciunas,2015-02-04,22-274,home,TOR,BRK,L (-16),1,33:34,3,5,0,0,0.0,3,5,.600,3,7,10,1,0,2,1,1,9,10.8,-9
214,Jonas Valanciunas,2015-02-06,22-276,home,TOR,LAC,W (+16),1,19:37,2,4,0,0,0.0,0,0,0.0,2,4,6,0,0,1,3,2,4,1.5,-1
215,Jonas Valanciunas,2015-02-08,22-278,home,TOR,SAS,W (+5),1,33:44,3,7,0,0,0.0,2,2,1.000,3,13,16,0,1,4,1,1,8,12.7,+14
216,Jonas Valanciunas,2015-02-11,22-281,home,TOR,WAS,W (+2),1,15:34,3,5,0,0,0.0,0,0,0.0,2,3,5,0,0,0,3,0,6,3.0,-2
217,Jonas Valanciunas,2015-02-20,22-290,away,TOR,ATL,W (+25),1,24:37,4,13,0,0,0.0,0,0,0.0,8,5,13,1,0,2,1,3,8,7.5,+15
218,Jonas Valanciunas,2015-02-21,22-291,away,TOR,HOU,L (-22),1,25:19,3,5,0,0,0.0,5,5,1.000,2,5,7,0,3,0,1,3,11,12.4,0
219,Jonas Valanciunas,2015-02-23,22-293,away,TOR,NOP,L (-3),1,35:59,5,10,0,0,0.0,7,10,.700,5,9,14,1,1,1,1,3,17,17.2,+10
220,Jonas Valanciunas,2015-02-24,22-294,away,TOR,DAL,L (-7),1,25:33,5,7,0,0,0.0,0,0,0.0,1,8,9,1,1,0,2,4,10,8.3,-9
221,Jonas Valanciunas,2015-02-27,22-297,home,TOR,GSW,L (-24),1,27:04,2,4,0,0,0.0,3,6,.500,4,8,12,0,1,0,3,0,7,7.0,-10
222,Jonas Valanciunas,2015-02-28,22-298,away,TOR,NYK,L (-5),1,27:30,6,8,0,0,0.0,4,6,.667,1,7,8,0,1,0,0,6,16,13.4,-6
223,Jonas Valanciunas,2015-03-02,22-300,away,TOR,PHI,W (+11),1,23:29,1,2,0,0,0.0,3,4,.750,2,3,5,0,0,1,3,4,5,2.0,+12
224,Jonas Valanciunas,2015-03-04,22-302,home,TOR,CLE,L (-8),1,30:48,12,17,0,0,0.0,2,2,1.000,4,7,11,1,0,2,1,3,26,23.7,-2
225,Jonas Valanciunas,2015-03-06,22-304,away,TOR,CHO,L (-9),1,22:30,2,3,0,0,0.0,5,5,1.000,2,4,6,0,0,2,0,1,9,11.3,+6
226,Jonas Valanciunas,2015-03-08,22-306,away,TOR,OKC,L (-4),1,30:09,4,11,0,0,0.0,2,2,1.000,4,1,5,0,1,1,2,4,10,5.1,-2
227,Jonas Valanciunas,2015-03-10,22-308,away,TOR,SAS,L (-10),1,21:28,4,6,0,0,0.0,1,2,.500,3,3,6,0,0,1,2,4,9,6.1,-19
228,Jonas Valanciunas,2015-03-13,22-311,home,TOR,MIA,W (+10),dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
229,Jonas Valanciunas,2015-03-15,22-313,home,TOR,POR,L (-16),1,22:08,7,7,0,0,0.0,0,0,0.0,3,6,9,1,0,1,1,2,14,15.4,-16
230,Jonas Valanciunas,2015-03-16,22-314,away,TOR,IND,W (+19),1,25:54,7,10,0,0,0.0,0,1,.000,5,7,12,0,0,2,0,2,14,15.6,+8
231,Jonas Valanciunas,2015-03-18,22-316,home,TOR,MIN,W (+5),1,23:30,7,9,0,0,0.0,1,2,.500,4,11,15,1,0,1,2,3,15,15.4,+15
232,Jonas Valanciunas,2015-03-20,22-318,away,TOR,CHI,L (-16),1,24:20,0,1,0,0,0.0,5,6,.833,1,5,6,0,1,1,1,3,5,5.6,-12
233,Jonas Valanciunas,2015-03-22,22-320,home,TOR,NYK,W (+17),1,27:09,6,12,0,0,0.0,5,5,1.000,1,9,10,2,0,1,2,4,17,12.9,+12
234,Jonas Valanciunas,2015-03-24,22-322,away,TOR,DET,L (-4),1,29:39,5,12,0,0,0.0,2,2,1.000,4,4,8,2,0,3,2,4,12,9.5,-9
235,Jonas Valanciunas,2015-03-25,22-323,home,TOR,CHI,L (-13),1,31:08,4,9,0,0,0.0,0,0,0.0,4,8,12,2,2,0,1,3,8,9.7,+3
236,Jonas Valanciunas,2015-03-27,22-325,home,TOR,LAL,W (+11),1,27:09,8,12,0,0,0.0,3,4,.750,2,5,7,0,0,1,2,3,19,13.8,+2
237,Jonas Valanciunas,2015-03-30,22-328,home,TOR,HOU,W (+3),1,28:26,5,9,0,0,0.0,5,5,1.000,3,6,9,1,1,5,1,5,15,16.8,+6
238,Jonas Valanciunas,2015-04-01,22-330,away,TOR,MIN,W (+14),1,18:47,7,9,0,0,0.0,1,2,.500,1,3,4,1,0,1,0,3,15,12.9,-3
239,Jonas Valanciunas,2015-04-03,22-332,away,TOR,BRK,L (-5),1,35:51,9,13,0,1,.000,3,5,.600,4,5,9,0,1,1,1,3,21,18.5,-6
240,Jonas Valanciunas,2015-04-04,22-333,home,TOR,BOS,L (-1),1,32:40,5,12,0,0,0.0,2,3,.667,2,12,14,2,0,1,1,4,12,9.7,-3
241,Jonas Valanciunas,2015-04-08,22-337,away,TOR,CHO,W (+18),1,16:52,1,3,0,0,0.0,0,0,0.0,1,7,8,2,1,2,1,4,2,4.3,+11
242,Jonas Valanciunas,2015-04-10,22-339,away,TOR,ORL,W (+2),1,28:00,3,7,0,0,0.0,2,2,1.000,6,7,13,0,0,1,3,2,8,7.5,-3
243,Jonas Valanciunas,2015-04-11,22-340,away,TOR,MIA,W (+3),1,9:52,2,2,0,0,0.0,0,2,.000,1,2,3,0,0,0,1,6,4,0.5,+5
244,Jonas Valanciunas,2015-04-14,22-343,away,TOR,BOS,L (-2),1,29:24,4,8,0,0,0.0,2,4,.500,2,6,8,0,1,2,4,4,10,5.2,-7
245,Jonas Valanciunas,2015-04-15,22-344,home,TOR,CHO,W (+5),1,27:04,9,11,0,0,0.0,0,0,0.0,0,5,5,1,0,0,0,2,18,15.3,+14
246,Jonas Valanciunas,2015-10-28,23-175,home,TOR,IND,W (+7),1,32:17,8,11,0,0,0.0,5,6,.833,1,14,15,0,0,1,2,4,21,18.1,+8
247,Jonas Valanciunas,2015-10-30,23-177,away,TOR,BOS,W (+10),1,23:16,2,6,0,0,0.0,2,2,1.000,1,9,10,2,0,0,2,4,6,3.8,+6
248,Jonas Valanciunas,2015-11-01,23-179,home,TOR,MIL,W (+19),1,28:59,7,12,0,0,0.0,5,8,.625,4,4,8,0,2,0,2,3,19,15.0,+21
249,Jonas Valanciunas,2015-11-03,23-181,away,TOR,DAL,W (+11),1,33:40,6,10,0,0,0.0,4,5,.800,2,6,8,0,0,2,4,3,16,10.4,+16
250,Jonas Valanciunas,2015-11-04,23-182,away,TOR,OKC,W (+5),1,28:41,6,9,0,0,0.0,5,5,1.000,5,6,11,1,0,0,1,5,17,16.1,+6
251,Jonas Valanciunas,2015-11-06,23-184,away,TOR,ORL,L (-5),1,23:02,3,6,0,0,0.0,2,3,.667,4,9,13,0,0,2,0,3,8,10.3,+10
252,Jonas Valanciunas,2015-11-08,23-186,away,TOR,MIA,L (-20),1,28:29,8,12,0,0,0.0,1,2,.500,1,4,5,0,1,0,0,1,17,13.9,-7
253,Jonas Valanciunas,2015-11-10,23-188,home,TOR,NYK,L (-2),1,31:48,6,8,0,0,0.0,4,4,1.000,4,6,10,0,0,0,2,1,16,15.0,-1
254,Jonas Valanciunas,2015-11-11,23-189,away,TOR,PHI,W (+16),1,22:40,4,8,0,0,0.0,3,4,.750,2,10,12,1,0,1,0,2,11,11.6,+19
255,Jonas Valanciunas,2015-11-13,23-191,home,TOR,NOP,W (+19),1,27:46,8,11,0,0,0.0,4,6,.667,6,4,10,0,0,2,4,3,20,16.3,+16
256,Jonas Valanciunas,2015-11-15,23-193,away,TOR,SAC,L (-6),1,20:20,2,9,0,0,0.0,0,0,0.0,3,2,5,0,0,0,0,2,4,0.4,-5
257,Jonas Valanciunas,2015-11-17,23-195,away,TOR,GSW,L (-5),1,31:11,3,9,0,0,0.0,3,4,.750,5,6,11,0,0,0,3,5,9,3.8,-1
258,Jonas Valanciunas,2015-11-18,23-196,away,TOR,UTA,L (-4),1,32:31,5,10,0,0,0.0,1,1,1.000,4,5,9,0,1,2,1,1,11,11.3,-7
259,Jonas Valanciunas,2015-11-20,23-198,away,TOR,LAL,W (+11),1,17:36,1,3,0,0,0.0,1,2,.500,0,3,3,2,0,0,1,0,3,2.2,-5
260,Jonas Valanciunas,2015-11-22,23-200,away,TOR,LAC,W (+11),dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
261,Jonas Valanciunas,2015-11-25,23-203,home,TOR,CLE,W (+4),dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
262,Jonas Valanciunas,2015-11-28,23-206,away,TOR,WAS,W (+2),dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
263,Jonas Valanciunas,2015-11-29,23-207,home,TOR,PHO,L (-5),dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
264,Jonas Valanciunas,2015-12-02,23-210,away,TOR,ATL,W (+10),dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
265,Jonas Valanciunas,2015-12-03,23-211,home,TOR,DEN,L (-1),dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
266,Jonas Valanciunas,2015-12-05,23-213,home,TOR,GSW,L (-3),dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
